"ID;""En matière d'Internet"," vous vous considérez comme un utilisateur…"";""Quel(s) type(s) de sites visitez-vous couramment ?"";""Considérez-vous que cette adresse soit votre adresse email principale ?"";""A quelle fréquence consultez-vous votre boîte email ?"";""D’une manière générale", combien d’emails publicitaires, newsletters, alerting, ou autres," recevez-vous à cette adresse ?"";""Quelle image avez-vous de projet-one ?"";""A quelle fréquence profitez-vous des offres via le site project-one ?"";""Vous diriez que vous ouvrez les communications email de projet-one :"";""Comment jugez-vous l’impact des communications email sur l’image que vous avez de Projet-one ?"";""Les communications email de Projet-one vous incitent-elles à aller sur le site :"";""Quelles sont les raisons principales qui vous ont incité à recevoir les communications email de Projet-one ?"";""De manière générale"," quel est votre niveau de satisfaction concernant les communications email de Projet-one ?"";""Que pensez-vous de la longueur des communications email de Porjet-one ?"";""Par rapport à aujourd’hui"," vous souhaiteriez recevoir des communications email de Projet-one…"";""Avez-vous rencontré récemment un ou plusieurs des obstacles suivants vis-à-vis des communications email de Projet-one ?"";""Pensez-vous continuer à consulter les communications email de Projet-one à l’avenir ?"";""Vous êtes ?"";""Vous vivez…"";""Vous habitez…"";""Quel âge avez-vous ?"";""Quelle est votre profession ?""",,
519;Initié(e);Site marchand (e-commerce)|Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, mais j’ai d’autres adresses email;Une fois par jour;Plusieurs par jour;Très bonne;Au moins une fois par mois;Systématiquement;Assez important;C’est votre façon principale d’y aller;Recevoir des actualités|Etre informé sur les produits/marques|Avoir accès aux conseils d’un expert;8;De la bonne longueur;Un peu plus fréquemment;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;Chez vos parents;25-34;Sans activité professionnelle,,,,,,
523;Initié(e);Site marchand (e-commerce)|Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Environ tous les deux ou trois mois;Régulièrement;Peu important;Aussi souvent;Recevoir des actualités|Suivre  l'actualité d'un forum, d'un blog,…;7;De la bonne longueur;A la même fréquence;Le manque de temps;Oui, sûrement;Femme;Province;En couple avec enfant(s);25-34;Employé,,,,
524;Confirmé(e);Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité|Réseaux sociaux;Oui, mais j’ai d’autres adresses email;Une fois par jour;Plusieurs par jour;Assez bonne;Jamais;De temps en temps;Peu important;Aussi souvent;Suivre  l'actualité d'un forum, d'un blog,…;5;De la bonne longueur;Un peu moins fréquemment;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;En couple sans enfant;25-34;Employé,,,,
526;Initié(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Réseaux sociaux;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Environ 1 par jour;Très bonne;Au moins une fois par mois;De temps en temps;Assez important;Aussi souvent;Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques|Avoir accès aux conseils d’un expert;9;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Paris ou région parisienne;Seul(e) sans enfant;35-44;Employé,,,,,,,
527;Initié(e);Site marchand (e-commerce)|Presse, Actualité|Santé, médicale|Sciences;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Jamais;Régulièrement;Assez important;Plus souvent;Recevoir des actualités|Etre informé sur les produits/marques|Recevoir des adresses près de chez moi, des idées de sorties;8;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple avec enfant(s);55-64;Sans activité professionnelle,,,,,
529;Expert(e);Documents de référence (dictionnaire, archive…)|Informatique|Presse, Actualité|Réseaux sociaux;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Jamais;Systématiquement;Assez important;C’est votre façon principale d’y aller;Suivre  l'actualité d'un forum, d'un blog,…;6;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Homme;Province;En couple avec enfant(s);55-64;Artisan, commerçant, chef d'entreprise,,
531;Confirmé(e);Site marchand (e-commerce)|Réseaux sociaux|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Jamais;Régulièrement;Ne sait pas;Plus souvent;Recevoir des actualités|Avoir accès aux conseils d’un expert;8;De la bonne longueur;A la même fréquence;Le manque de temps|Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;En couple avec enfant(s);25-34;Sans activité professionnelle,,,,,,,
533;Débutant(e);Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Au moins une fois par mois;Systématiquement;Très important;Aussi souvent;Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques;3;Un peu trop longue;Un peu plus fréquemment;Certains liens ne fonctionnent pas;Oui, sûrement;Femme;Province;En couple sans enfant;45-54;Employé,,,,,,
535;Initié(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Jeux, Loisirs;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Environ une fois par semaine;Régulièrement;Assez important;Aussi souvent;Recevoir des actualités|Etre informé sur les produits/marques|Recevoir des adresses près de chez moi, des idées de sorties;9;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Homme;Paris ou région parisienne;En couple avec enfant(s);35-44;Employé,,,,,
536;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Informatique|Presse, Actualité|Santé, médicale|Sciences;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Jamais;Systématiquement;Assez important;Aussi souvent;Recevoir des actualités|Etre informé sur les produits/marques|Simplement par curiosité;9;De la bonne longueur;A la même fréquence;Les liens sont trop lents|Certains liens ne fonctionnent pas|Les images sont bloquées;Oui, sûrement;Femme;Province;En couple sans enfant;>65;Retraité,,,,,
537;Initié(e);Documents de référence (dictionnaire, archive…)|Informatique|Jeux, Loisirs|Presse, Actualité|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Jamais;Systématiquement;Assez important;C’est votre façon principale d’y aller;Recevoir des actualités|Etre informé sur les produits/marques;7;De la bonne longueur;A la même fréquence;Les liens sont trop lents|Certains liens ne fonctionnent pas|Les images sont bloquées;Oui, sûrement;Femme;Province;En couple avec enfant(s);55-64;Retraité,,,,
538;Débutant(e);Documents de référence (dictionnaire, archive…)|Jeux, Loisirs;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Environ 1 par semaine;Assez bonne;Jamais;De temps en temps;Ne sait pas;Moins souvent;Recevoir des actualités|Suivre  l'actualité d'un forum, d'un blog,…|Simplement par curiosité;6;Un peu trop longue;Un peu moins fréquemment;Le manque de temps;Oui, sans doute;Homme;Province;Chez vos parents;45-54;Employé,,,,
541;Débutant(e);Documents de référence (dictionnaire, archive…)|Réseaux sociaux|Santé, médicale;Oui, mais j’ai d’autres adresses email;Une fois par jour;Environ 1 par jour;Assez bonne;Jamais;Régulièrement;Peu important;C’est votre façon principale d’y aller;Recevoir des actualités|Suivre  l'actualité d'un forum, d'un blog,…|Avoir accès aux conseils d’un expert;5;De la bonne longueur;A la même fréquence;Les images sont bloquées|Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Paris ou région parisienne;Seul(e) avec enfant(s);45-54;Cadre, cadre supérieur,,,
542;Initié(e);Jeux, Loisirs|Presse, Actualité|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Jamais;Régulièrement;Assez important;Plus souvent;Recevoir des actualités|Avoir accès aux conseils d’un expert;5;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple sans enfant;25-34;Profession libérale,,,,,
546;Confirmé(e);Jeux, Loisirs|Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Jamais;Systématiquement;Très important;Plus souvent;Recevoir des actualités;10;De la bonne longueur;A la même fréquence;Le manque de temps;Oui, sans doute;Femme;Paris ou région parisienne;Chez vos parents;25-34;Sans activité professionnelle,,,,,
549;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Informatique|Jeux, Loisirs|Presse, Actualité|Réseaux sociaux|Santé, médicale|Sciences|Sport;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Jamais;De temps en temps;Pas important du tout;Aussi souvent;Simplement par curiosité;4;Un peu trop longue;Un peu moins fréquemment;Le manque de temps;Oui, sans doute;Femme;Province;En couple sans enfant;25-34;Employé,,,,
554;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Jeux, Loisirs|Réseaux sociaux;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Environ une fois par semaine;Systématiquement;Assez important;C’est votre façon principale d’y aller;Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques;9;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple avec enfant(s);25-34;Sans activité professionnelle,,,,,,
562;Expert(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Informatique|Jeux, Loisirs|Presse, Actualité|Réseaux sociaux|Santé, médicale|Sport;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Jamais;De temps en temps;Ne sait pas;C’est votre façon principale d’y aller;Simplement par curiosité;6;Beaucoup trop longue;A la même fréquence;Le manque de temps|Certains liens ne fonctionnent pas|La mise en forme ne s’affiche pas correctement;Oui, sûrement;Femme;Paris ou région parisienne;En couple sans enfant;25-34;Profession libérale,,,,
563;Initié(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Jeux, Loisirs|Réseaux sociaux|Santé, médicale|Sport;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Moins souvent;Régulièrement;Assez important;Aussi souvent;Bénéficier d'offres promotionnelles|Suivre  l'actualité d'un forum, d'un blog,…|Simplement par curiosité;5;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;Chez vos parents;25-34;Employé,,,
564;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité|Sciences;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Moins souvent;De temps en temps;Peu important;Plus souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Recevoir des adresses près de chez moi, des idées de sorties;8;De la bonne longueur;A la même fréquence;Le manque de temps|Certains liens ne fonctionnent pas;Oui, sans doute;Femme;Province;En couple sans enfant;45-54;Profession Intermédiaire, contremaître, agent de maîtrise,,
566;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Informatique|Jeux, Loisirs|Presse, Actualité|Réseaux sociaux|Santé, médicale|Sciences;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Environ tous les deux ou trois mois;Systématiquement;Assez important;C’est votre façon principale d’y aller;Simplement par curiosité|Recevoir des adresses près de chez moi, des idées de sorties|Avoir accès aux conseils d’un expert;8;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;Seul(e) avec enfant(s);35-44;Employé,,,
567;Expert(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Presse, Actualité|Réseaux sociaux;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Au moins une fois par mois;De temps en temps;Assez important;Plus souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Recevoir des adresses près de chez moi, des idées de sorties;5;Un peu trop longue;A la même fréquence;Le manque de temps|La mise en forme ne s’affiche pas correctement;Oui, sans doute;Femme;Paris ou région parisienne;En couple sans enfant;25-34;Cadre, cadre supérieur,,,,
569;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, mais j’ai d’autres adresses email;Une fois par jour;Plusieurs par jour;Très bonne;Environ une fois par semaine;Systématiquement;Assez important;C’est votre façon principale d’y aller;Recevoir des actualités|Etre informé sur les produits/marques|Recevoir des adresses près de chez moi, des idées de sorties;9;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Paris ou région parisienne;Seul(e) avec enfant(s);45-54;Employé,,,,
570;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Moins souvent;Régulièrement;Pas important du tout;Aussi souvent;Recevoir des actualités|Suivre  l'actualité d'un forum, d'un blog,…;4;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Non, sans doute pas;Femme;Province;En couple avec enfant(s);18-24;Employé,,
573;Confirmé(e);Jeux, Loisirs|Presse, Actualité|Réseaux sociaux|Sport;Oui, c’est ma seule adresse email;Une fois par jour;Plusieurs par jour;Assez bonne;Moins souvent;Rarement;Peu important;Aussi souvent;Bénéficier d'offres promotionnelles|Simplement par curiosité;5;Un peu trop longue;A la même fréquence;Le manque de temps;Oui, sans doute;Femme;Province;En couple avec enfant(s);25-34;Sans activité professionnelle,,,,,,
574;Expert(e);Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité|Réseaux sociaux|Santé, médicale|Sport;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Plus d’une fois par semaine;Régulièrement;Très important;Plus souvent;Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques|Suivre  l'actualité d'un forum, d'un blog,…;9;De la bonne longueur;Beaucoup plus fréquemment;Le manque de temps|Les liens sont trop lents;Oui, sûrement;Femme;Province;Chez vos parents;25-34;Employé,,,
578;Initié(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Moins souvent;De temps en temps;Assez important;Moins souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques;7;De la bonne longueur;Beaucoup plus fréquemment;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple sans enfant;45-54;Employé,,,,
579;Débutant(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Presse, Actualité|Sport;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Assez mauvaise;Jamais;Rarement;Pas important du tout;C’est votre façon principale d’y aller;Recevoir des actualités;2;Un peu trop courte;Beaucoup moins fréquemment;Je n’ai pas rencontré de problème particulier;Non, sans doute pas;Femme;Province;En couple sans enfant;25-34;Artisan, commerçant, chef d'entreprise,,,,
580;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Jamais;Systématiquement;Assez important;C’est votre façon principale d’y aller;Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques|Suivre  l'actualité d'un forum, d'un blog,…;2;De la bonne longueur;Un peu plus fréquemment;Le manque de temps|Les liens sont trop lents|Les images sont bloquées;Oui, sans doute;Femme;Province;En couple avec enfant(s);25-34;Cadre, cadre supérieur,,
582;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité|Santé, médicale|Sciences|Sport;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Environ tous les deux ou trois mois;Régulièrement;Assez important;Aussi souvent;Recevoir des actualités|Etre informé sur les produits/marques|Avoir accès aux conseils d’un expert;9;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple avec enfant(s);35-44;Sans activité professionnelle,,,,
